id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
90,No candidate mentioned,1.0,yes,1.0,Neutral,1.0,None of the above,1.0,,Daniel_DeMay,,0,,,A few of my favorite #Twitter responses to the #GOPDebate last night: http://t.co/2IqcdrCdlm http://t.co/7TDMA3VLM8,,2015-08-07 09:54:11 -0700,629697052079882240,"Seattle, WA",Alaska
91,No candidate mentioned,0.4344,yes,0.6591,Positive,0.6591,FOX News or Moderators,0.4344,,LarkXOXO,,0,,,"Even though she's a super conservative reporter, I actually like Megyn Kelly's interview style &amp; she did great at the #GOPDebate",,2015-08-07 09:54:09 -0700,629697046044237824,Stevens Point // DeKalb,Mountain Time (US & Canada)
92,No candidate mentioned,0.4444,yes,0.6667,Negative,0.6667,None of the above,0.4444,,RayT2011,,839,,,RT @kingsthings: The #GOPdebate is not a debate at all. It's a series of 1 minute opportunities to avoid answering a question one candidate…,,2015-08-07 09:54:09 -0700,629697045742252032,Los Angeles,
93,No candidate mentioned,0.4258,yes,0.6526,Positive,0.3474,None of the above,0.4258,,poconofolks,,1,,,RT @MelissaGracey: Credit for this joke goes to someone else but it is funny! #GOPDebate http://t.co/iCreDSSplR,,2015-08-07 09:54:07 -0700,629697036363935744,,
94,No candidate mentioned,1.0,yes,1.0,Positive,1.0,None of the above,0.6667,,IdahoGOP,,44,,,RT @Reince: Simply incredible. http://t.co/apXM8AO8jf Last night's #GOPDebate doubled the previous record for most-watched primary debate i…,,2015-08-07 09:54:07 -0700,629697036258914304,"Boise, Idaho",Mountain Time (US & Canada)
95,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,kweidleman,,1,,,"RT @KateThomas: This literally couldn't be more true for me. ""I Watched the #GOPDebate &amp; All I Got Was a Lousy Hangover"" http://t.co/cxch7X…",,2015-08-07 09:54:06 -0700,629697034694565888,"Washington, DC",Eastern Time (US & Canada)
96,Donald Trump,1.0,yes,1.0,Negative,0.6659,None of the above,0.6905,,ACasaFreehold,,1,,,RT @fl_dreamer: Haha a little saas from @voxdotcom this morning towards @realDonaldTrump. #FactChecked #GOPDebate http://t.co/dAeCtmLlaj,,2015-08-07 09:54:06 -0700,629697030869372928,191 Throckmorton St. Freehold,
97,Jeb Bush,0.4413,yes,0.6643,Neutral,0.3517,None of the above,0.2336,,ceg1258,,1,,,"RT @TexasCruzn: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/1z3VuFjZlw""",,2015-08-07 09:54:05 -0700,629697026981281792,TEXAS is the greatest state,Central Time (US & Canada)
98,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,gleason_danny,,347,,,RT @zellieimani: What people saw in person vs what we saw on tv. #GOPDebate http://t.co/QlGsXRH5Hw,,2015-08-07 09:54:05 -0700,629697026955939845,"Austin, Texas",
99,Marco Rubio,0.4535,yes,0.6734,Negative,0.6734,LGBT issues,0.4535,,seedywumps,,9,,,RT @TheBaxterBean: Marco Rubio Told To His Face He's 'Candidate Of Yesterday' For His Anti-Gay Bigotry http://t.co/a4EiuETTLf #GOPDebate ht…,,2015-08-07 09:54:05 -0700,629697026905653248,"lib utopia, with unicorns",Pacific Time (US & Canada)
100,Donald Trump,1.0,yes,1.0,Negative,0.6264,None of the above,1.0,,Liberalibrarian,,4,,,"RT @carIisIe: None of them have made Trump look out of place or foolish yet. Think about that. When you're done crying, think about it agai…",,2015-08-07 09:54:04 -0700,629697026054172672,"Las Vegas, Nevada",America/Los_Angeles
101,No candidate mentioned,1.0,yes,1.0,Neutral,0.6552,None of the above,0.6552,,TheClementLime,,1,,,"RT @akbarjenkins: Maybe the GOP just got Piven &amp; Cloward confused with Pinkard &amp; Bowden? ""She thinks I steal cars..."" @kevinbaker @KevinMKr…",,2015-08-07 09:54:04 -0700,629697025802526720,,
102,No candidate mentioned,1.0,yes,1.0,Positive,1.0,None of the above,1.0,,MikeT1647,,0,,,Had a great time watching the #GOPDebate last night http://t.co/qCmxMU8MLP,,2015-08-07 09:54:04 -0700,629697023877341185,,Mountain Time (US & Canada)
103,Donald Trump,1.0,yes,1.0,Negative,1.0,Women's Issues (not abortion though),0.6634,,danijeantheq,,149,,,"RT @JRehling: #GOPDebate Donald Trump says that he doesn't have time for political correctness. How does calling women ""fat pigs"" save him …",,2015-08-07 09:54:04 -0700,629697023663546368,,
104,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,DouglasRobert70,,18,,,RT @theonlyadult: This is the @POTUS we have now. One of the people on TV now might be the next one. RIP everything. #GOPDebate http://t.co…,,2015-08-07 09:54:04 -0700,629697022866493440,,Mountain Time (US & Canada)
105,Donald Trump,1.0,yes,1.0,Neutral,0.7027,None of the above,1.0,,Kassandra_Troy,,0,,,I think @realDonaldTrump was caught by surprise by that first question and was never able to recover his equilibrium. #GOPDebate,,2015-08-07 09:54:03 -0700,629697020723376128,Euro Swamp,Amsterdam
106,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,0.6437,,Osunga,,2,,,"RT @kirahoffy: ""@FoxNews web stream and mobile app fail during #GOPDebate” … Why am I not surprised? http://t.co/tkpEsoOEZT",,2015-08-07 09:54:02 -0700,629697014922526720,Los Angeles,Pacific Time (US & Canada)
107,John Kasich,1.0,yes,1.0,Positive,1.0,Jobs and Economy,1.0,,kevinburger72,,90,,,"RT @JohnKasich: John Kasich helped Ohioans create 350,000 new jobs. He can do it for America. #GOPDebate http://t.co/kBzfBJyp2C",,2015-08-07 09:54:02 -0700,629697014557769729,,Central Time (US & Canada)
108,No candidate mentioned,0.4204,yes,0.6484,Positive,0.3297,,0.228,,Sacerdotus,,0,,,Please help the Maryknoll Sisters replace windows in their convent https://t.co/fDgXG3VV13 #Catholic #gofundme #trcot #GOPDebate,,2015-08-07 09:54:02 -0700,629697014494822400,USA,Eastern Time (US & Canada)
109,No candidate mentioned,1.0,yes,1.0,Neutral,0.6557,None of the above,1.0,,KristenLuciano1,,156,,,"RT @CarlyFiorina: At #GOPDebate, I won over our largest audience yet. Can you chip in $3 to help us keep it up?https://t.co/nzYnC1JRxS
http…",,2015-08-07 09:54:02 -0700,629697014356312065,,Central Time (US & Canada)
110,Donald Trump,0.4736,yes,0.6882,Negative,0.6882,None of the above,0.4736,,Clever_Otter,,0,,,Trump just said @JebBush is a true gentleman &amp; then they started violently 69ing. #GOPDebate,,2015-08-07 09:54:01 -0700,629697012510789632,Earth,Mountain Time (US & Canada)
111,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Women's Issues (not abortion though),1.0,,grady77,,95,,,RT @cameronesposito: Ugh will these guys ever shut up about how much they respect women? #GOPDebate,,2015-08-07 09:53:59 -0700,629697002830327808,PDX,Eastern Time (US & Canada)
112,Donald Trump,1.0,yes,1.0,Negative,1.0,None of the above,0.6322,,lindamama02,,5,,,"RT @SnarkyDemo: What did the #GOPDebate teach us about a future President Trump?  America probably won’t be safe, except if we’re attacked …",,2015-08-07 09:53:59 -0700,629697001840508928,,
113,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Foreign Policy,0.6765,,DEveLRatCity,,18,,,"RT @congoboy: This is going to be a long, tiring election season. 
""shockingly ill-informed"" candidates at #GOPDebate
http://t.co/vTK1k0tXi…",,2015-08-07 09:53:56 -0700,629696992285831168,Seattle ,
114,Marco Rubio,1.0,yes,1.0,Neutral,0.6545,None of the above,0.6545,,unicornmajik,,46,,,"RT @AmyMek: ""God has blessed the Republican party with many great candidates, @TheDemocrats can't even find one"" - @marcorubio #GOPDebate",,2015-08-07 09:53:56 -0700,629696989895077888,Arizona,Arizona
115,John Kasich,0.6779999999999999,yes,1.0,Neutral,0.6615,Jobs and Economy,1.0,,kevinburger72,,73,,,RT @JohnKasich: The miracle can happen to you. Grow opportunity and grow jobs. #GOPDebate http://t.co/lNqhDgTUdK,,2015-08-07 09:53:56 -0700,629696989106712576,,Central Time (US & Canada)
116,Scott Walker,1.0,yes,1.0,Negative,1.0,None of the above,1.0,,marcylauren,,51,,,RT @MattyIceAZ: Scott Walker can't even carry his own state. #GOPDebate,,2015-08-07 09:53:55 -0700,629696988557254657,Delaware,Eastern Time (US & Canada)
117,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Racial issues,1.0,,kaewizzzle,,409,,,"RT @XLNB: Black people, if you need anymore indication why Republicans hate us. Peep this. #GOPDebate http://t.co/Bh0ChsY5Eh",,2015-08-07 09:53:55 -0700,629696988158799872,,Mountain Time (US & Canada)
118,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,0.6966,,DavidBloomberg,,94,,,"RT @Smethanie: Sure, God told me I should run, and the Tooth Fairy agreed and all the Teletubbies voted yes, so here I am. #GOPDebate",,2015-08-07 09:53:55 -0700,629696986288009216,"Springfield, IL",Central Time (US & Canada)
119,Donald Trump,1.0,yes,1.0,Negative,0.6705,FOX News or Moderators,1.0,,WillisShepherd,,2,,,RT @palmaceiahome1: Trump should have told Megyn Kelly to go to HELL! #FoxNews #GOPDebate,,2015-08-07 09:53:55 -0700,629696985847611392,Las Vegas NV,
120,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,annykatzy,,2,,,"RT @palmaceiahome1: Caller on the Rush Limbaugh show:""I have lost all respect for Fox News."" #FoxNews #GOPDebate",,2015-08-07 09:53:55 -0700,629696984681582592,Fla/Mich,Central Time (US & Canada)
121,Donald Trump,1.0,yes,1.0,Negative,0.6708,FOX News or Moderators,1.0,,Slim_Shady2o3,,482,,,"RT @realDonaldTrump: ""@stinger_inc: @realDonaldTrump  @megynkelly's behaviour at the #GOPDebate was astonishingly biased.""",,2015-08-07 09:53:54 -0700,629696983159193600,USA,Eastern Time (US & Canada)
122,Marco Rubio,1.0,yes,1.0,Positive,0.3523,Jobs and Economy,0.6932,,VicSonaglia,,0,,,"Republicans Debate Economics: Rubio Wins, Bush Falters, Huckabee Exaggerates http://t.co/mOlloaQhWQ #GOPdebate #knowmorenotless @GPNAPLang",,2015-08-07 09:53:54 -0700,629696982534258688,,Quito
123,No candidate mentioned,1.0,yes,1.0,Negative,0.6932,None of the above,1.0,,paulrikmans,,4,,,RT @JamesViser: Huh. Half of Clinton's charity went to...the Clintons! http://t.co/BVwRoSgWAL #copolitics #Hillary2016 #StopHillary #UniteB…,,2015-08-07 09:53:54 -0700,629696982525865984,10km from amsterdam,Amsterdam
124,Donald Trump,1.0,yes,1.0,Negative,0.6892,FOX News or Moderators,1.0,,LawrenceLange1,,2,,,"RT @kraig4u: #GOPDebate  The order was to ""take out Trump"", but I wonder if FOX News was the one who took the ""order"" seriously. @HeidiL_RN",,2015-08-07 09:53:54 -0700,629696981531820032,,
125,No candidate mentioned,1.0,yes,1.0,Neutral,0.6737,None of the above,1.0,,1936power,,15,,,"RT @DiegoUK: Democrats watching the #GOPDebate last night http://t.co/7v4WJok3vM 
#p2 #ctl #topprog #tcot #tlot",,2015-08-07 09:53:54 -0700,629696980986560513,"Philadelphia, PA",Eastern Time (US & Canada)
126,Donald Trump,1.0,yes,1.0,Negative,0.6549,FOX News or Moderators,1.0,,awesomenautted,,112,,,"RT @AmyMek: We all owe @realDonaldTrump a huge thank you 4 exposing to the world👉@megynkelly, Chris Wallace, &amp; @FrankLuntz are true Rhinos!…",,2015-08-07 09:53:53 -0700,629696979858292736,,Pacific Time (US & Canada)
127,Scott Walker,0.4089,yes,0.6395,Negative,0.6395,None of the above,0.4089,,glamorqueen,,224,,,RT @TheBaxterBean: Scott Walker Lies: Says WI Budget Has $535M Surplus (Actually Has $1.76B Deficit) http://t.co/VVMxzkxLKr #GOPDebate http…,,2015-08-07 09:53:53 -0700,629696979313033216,,Central Time (US & Canada)
128,No candidate mentioned,0.461,yes,0.679,Positive,0.3432,Abortion,0.461,,outlawjoZ,,0,,,You're right Last I heard @SenSanders was that only women could give birth to s child. Has that changed? #GOPDebate  https://t.co/5HkCefp1hf,,2015-08-07 09:53:53 -0700,629696978272821248,EveryWhere,Eastern Time (US & Canada)
129,No candidate mentioned,1.0,yes,1.0,Neutral,0.6593,None of the above,0.6647,,Jh_Kleinman,,1098,,,"RT @pattonoswalt: ""Have any of you received a word from God?"" = ""Are any of you soup-sandwich crazy?"" #GOPDebate",,2015-08-07 09:53:52 -0700,629696974711721984,,Pacific Time (US & Canada)
130,No candidate mentioned,1.0,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,ProtectIllusion,,52,,,"RT @FrankConniff: Fox News #GOPDebate interviewer to candidates: ""What's your take on these GOP talking points I'm feeding you?""",,2015-08-07 09:53:52 -0700,629696972711014401,,Mountain Time (US & Canada)
131,No candidate mentioned,0.4286,yes,0.6546,Negative,0.6546,,0.2261,,TrishFish42,,127,,,RT @LeslieMac: But the murder of black ppl is just fine- just not unborn black babies? #GOPLogic #GOPDebate,,2015-08-07 09:53:52 -0700,629696972207710208,,Eastern Time (US & Canada)
132,No candidate mentioned,1.0,yes,1.0,Neutral,0.7024,None of the above,1.0,,dustysandyroads,,3847,,,RT @HillaryClinton: Missing Jon Stewart already. #GOPdebate #JonVoyage -H,,2015-08-07 09:53:51 -0700,629696970760802304,CA,Pacific Time (US & Canada)
133,Chris Christie,1.0,yes,1.0,Positive,1.0,None of the above,1.0,,FasterTrader,,1,,,RT @CharlotteLaws: Chris Christie is really standing out at the #GOPdebate,,2015-08-07 09:53:51 -0700,629696969057767425,"Los Angeles, CA",
134,Donald Trump,1.0,yes,1.0,Positive,0.3587,FOX News or Moderators,0.7065,,hankkohl,,1,,,"RT @libertyjibbet: Hey .@realDonaldTrump You know who didn't whine about ""unfair"" questions? @CarlyFiorina Grow a set why don't ya'. #GOPDe…",,2015-08-07 09:53:49 -0700,629696962598559744,,Central Time (US & Canada)
135,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Abortion,1.0,,jcmarder,,0,,,"You can't be pro-life AND have watched that 2 hour abortion last night.
#GOPDebate #forkedtongue #IseeOrangePeople",,2015-08-07 09:53:49 -0700,629696959515770880,"San Marino, California",Pacific Time (US & Canada)
136,Donald Trump,0.6921,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,JCArgentum,,310,,,"RT @DanScavino: .@MegynKelly,
You failed the American people tonight. 
You tried to make history, by destroying @realDonaldTrump. #KellyFai…",,2015-08-07 09:53:48 -0700,629696958857396224,,
137,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Religion,1.0,,markmcandrew,,334,,,"RT @edstetzer: Btw... when you mix politics and religion, you get politics. #GOPDebate",,2015-08-07 09:53:48 -0700,629696955967344640,"Athens, Ga",
138,Marco Rubio,0.4233,yes,0.6506,Positive,0.3373,Abortion,0.4233,,JoWesterhof,,350,,,RT @TeamMarco: Marco nailed it on abortion. We must protect life. #GOPDebate http://t.co/Nn6S7dO22J,,2015-08-07 09:53:48 -0700,629696955543855104,,
139,Donald Trump,0.7063,yes,1.0,Negative,1.0,FOX News or Moderators,1.0,,Transcend_Rsrch,,0,,,@megynkelly @BretBaier @foxnews WTF was up with Chris Wallace attacking #Trump2016 on bankruptcy then giving Rubio a softball? #GOPDebate,,2015-08-07 09:53:47 -0700,629696954289790976,,
140,No candidate mentioned,0.4154,yes,0.6445,Negative,0.3451,None of the above,0.4154,,Caitlin_R_Olson,,0,,,They obviously didn't get the memo about #SeersuckerThursday. #GOPDebate http://t.co/LZagRRtZfl,,2015-08-07 09:53:47 -0700,629696953513869312,"Berkeley, CA",
141,Donald Trump,0.3921,yes,0.6262,Negative,0.6262,None of the above,0.3921,,teachsbeach,,14,,,"RT @VH1: Honestly, Donald Trump you were ALL types of petty at last night's #GOPDebate 😒 --&gt; http://t.co/QxdoeMfuqO http://t.co/mcr6lrJh2h",,2015-08-07 09:53:47 -0700,629696952985350144,,Cape Verde Is.
142,No candidate mentioned,0.4946,yes,0.7033,Negative,0.7033,None of the above,0.4946,,JagbusAnne,,8,,,RT @TuxcedoCat: All Republican dopefuls who say they'll take US back to 2009 on 'Day One' will never see one day in White House! #GOPDebate…,,2015-08-07 09:53:46 -0700,629696950842064897,,
143,Donald Trump,1.0,yes,1.0,Negative,0.6429,None of the above,0.6429,,jennpozner,,0,,,Trump gloating abt buying GOP+Dem pols &amp;them doing his bidding IS my 2000s Billionaire caricature MyaCash #GOPDebate https://t.co/5spmU3csIc,,2015-08-07 09:53:46 -0700,629696950225473536,"Brooklyn, NY",Eastern Time (US & Canada)
144,No candidate mentioned,0.451,yes,0.6716,Positive,0.3372,FOX News or Moderators,0.2264,,TheRightback1,,226,,,"RT @peddoc63: Go Carly📢
Go Carly📢
Go Carly📢
@CarlyFiorina #Carly2016 #GOPDebate
@FlyoverCulture @LeahR77 @steph93065 @MaydnUSA http://t.co/…",,2015-08-07 09:53:46 -0700,629696947918643200,,
145,No candidate mentioned,0.3999,yes,0.6324,Negative,0.3296,None of the above,0.3999,,DeisenrothJune,,255,,,RT @Daenerys: Listening to the #GOPDebate like http://t.co/3JrCuQdAFu,,2015-08-07 09:53:46 -0700,629696947453067264,,
146,Rand Paul,0.6591,yes,1.0,Positive,1.0,None of the above,1.0,,georgecorey4,,5,,,RT @ScorpionsPriest: Best moment of the #GOPDebate last night: Rand telling Christie to go get another hug from Obama.,,2015-08-07 09:53:45 -0700,629696945125224448,"portsmouth ,Rhode Island",
147,No candidate mentioned,1.0,yes,1.0,Negative,1.0,Foreign Policy,0.3508,,JJBills14,,350,,,RT @JohnFugelsang: If you missed either #GOPDebate all you need to know is there's no $ for struggling Americans and unlimited $ for war.,,2015-08-07 09:53:45 -0700,629696943963312129,,
148,Jeb Bush,1.0,yes,1.0,Negative,0.3563,None of the above,1.0,,aeroG,,4,,,RT @pfikac: .@JebBush 'We are on the verge of the greatest time to be alive in this world but Washington is holding us back' #mysa #txlege …,,2015-08-07 09:53:45 -0700,629696943392866304,"Houston, Texas",Central Time (US & Canada)
149,Donald Trump,1.0,yes,1.0,Negative,0.3385,None of the above,1.0,,urokiamok,,120,,,"RT @DrMartyFox: #Trump Wins Drudge 
Debate Poll 

➡️ By A Landslide 

#TedCruz #2 

#GOPDebate #PJNET🇺🇸  
☑️ http://t.co/YUh6j7QqHA http://…",,2015-08-07 09:53:44 -0700,629696941769625600,SSCA,Arizona
150,No candidate mentioned,1.0,yes,1.0,Positive,0.6923,Immigration,1.0,,jojo21,,8,,,"RT @SiteROI: @GovernorPerry fights back against ""what will you do abt immigration"" Q. Says border is porous, and that must be fixed first. …",,2015-08-07 09:53:44 -0700,629696941132279808,"Ellicott City, Maryland",Eastern Time (US & Canada)
151,No candidate mentioned,1.0,yes,1.0,Negative,1.0,None of the above,0.6364,,magicfreak81,,0,,,Summary is the #GOPDebate: Status quo shit show,,2015-08-07 09:53:44 -0700,629696940532436992,"New York, NY",Eastern Time (US & Canada)
152,No candidate mentioned,0.4528,yes,0.6729,Negative,0.6729,None of the above,0.4528,,abitx2u,,42,,,RT @ThePatriot143: Debbie Blocks Tweeter Who Questioned Dem Debate Schedule  http://t.co/gXNa0TOqaQ #GOPDebate @DWStweets http://t.co/kxIKF…,,2015-08-07 09:53:44 -0700,629696939257245696,God's Country,
153,No candidate mentioned,1.0,yes,1.0,Negative,0.6783,Women's Issues (not abortion though),0.6783,,TrishFish42,,1480,,,"RT @sallykohn: Hey look, it’s 10 men standing on a stage arguing why they should get to control women’s bodies and choices. #GOPDebate",,2015-08-07 09:53:43 -0700,629696937386639361,,Eastern Time (US & Canada)
154,Marco Rubio,0.4123,yes,0.6421,Neutral,0.3263,None of the above,0.4123,,SteegVan,,14,,,"RT @TheBaxterBean: Rubio Budget Raises MiddleClass Taxes, Adds $4.5T Deficit, Cuts InvestmentTax To $0 http://t.co/9S9NuVSAf7 #GOPDebate ht…",,2015-08-07 09:53:43 -0700,629696936422019072,Central  Florida,Eastern Time (US & Canada)
